,href,address,price,space
865,https://www.immobiliare.it/68523819-Affitto-Quadrilocale-piazza-Aspromonte-51-Milano.html,"piazza Aspromonte 51, Città Studi, Milano",1750,120
866,https://www.immobiliare.it/68509749-Affitto-Trilocale-via-Decorati-Al-Valor-Milano.html,"via Decorati Al Valor Civile, 21, Quartiere Forlanini, Milano",700,75
867,https://www.immobiliare.it/68524139-Affitto-Appartamento-via-San-Giovanni-sul-Muro-Milano.html,"via San Giovanni sul Muro, Duomo, Milano",5835,270
868,https://www.immobiliare.it/68523411-Affitto-Trilocale-via-Lorenzo-Mascheroni-Milano.html,"via Lorenzo Mascheroni, Vincenzo Monti, Milano",2250,100
869,https://www.immobiliare.it/68519861-Affitto-Monolocale-via-Fra-Pantaleo-3-Milano.html,"via Fra Pantaleo 3, Bovisa, Milano",700,55
870,https://www.immobiliare.it/68516019-Affitto-Monolocale-via-Meravigli-Milano.html,"via Meravigli, Duomo, Milano",950,32
871,https://www.immobiliare.it/68521915-Affitto-Appartamento-piazza-Santa-Maria-delle-Milano.html,"piazza Santa Maria delle Grazie, Vincenzo Monti, Milano",7500,300
872,https://www.immobiliare.it/68519075-Affitto-Bilocale-via-Francesco-Reina-37-Milano.html,"via Francesco Reina 37, Agonne - Corsica, Milano",1150,80
873,https://www.immobiliare.it/68523093-Affitto-Monolocale-via-Curti-4-Milano.html,"via Curti 4, Corso San Gottardo, Milano",850,30
874,https://www.immobiliare.it/68516769-Affitto-Monolocale-via-Imperia-13-Milano.html,"via Imperia, 13, Famagosta, Milano",650,40
875,https://www.immobiliare.it/68515927-Affitto-Bilocale-corso-porta-ticinese-12-Milano.html,"corso porta ticinese 12, Carrobbio, Milano",900,45
876,https://www.immobiliare.it/68512005-Affitto-Bilocale-viale-gran-sasso-29-Milano.html,"viale gran sasso, 29, Città Studi, Milano",780,50
877,https://www.immobiliare.it/68516003-Affitto-Bilocale-ottimo-stato-quarto-piano-Milano.html,"ottimo stato, quarto piano, Duomo, Milano",1590,55
878,https://www.immobiliare.it/68512383-Affitto-Trilocale-via-Ciro-Menotti-Milano.html,"via Ciro Menotti, Indipendenza, Milano",1750,100
879,https://www.immobiliare.it/68514899-Affitto-Bilocale-ottimo-stato-secondo-piano-Milano.html,"ottimo stato, secondo piano, Navigli - Darsena, Milano",1400,50
880,https://www.immobiliare.it/68509007-Affitto-Trilocale-stradella-9-9-Milano.html,"stradella, 9, 9, Buenos Aires, Milano",3000,125
881,https://www.immobiliare.it/68518475-Affitto-Trilocale-via-Pellegrino-Strobel-3-Milano.html,"via Pellegrino Strobel 3, Città Studi, Milano",1400,110
882,https://www.immobiliare.it/68508369-Affitto-Bilocale-Missaglia-Milano.html,"Missaglia, Chiesa Rossa, Milano",730,50
883,https://www.immobiliare.it/68508747-Affitto-Bilocale-via-Maffei-Milano.html,"via Maffei, Montenero, Milano",910,48
884,https://www.immobiliare.it/68511953-Affitto-Bilocale-via-della-chiusa-Milano.html,"via della chiusa, Carrobbio, Milano",990,45
885,https://www.immobiliare.it/68519255-Affitto-Monolocale-via-Giuseppe-Ripamonti-Milano.html,"via Giuseppe Ripamonti, Quintosole - Chiaravalle, Milano",650,40
886,https://www.immobiliare.it/68520979-Affitto-Monolocale-viale-Monza-Milano.html,"viale Monza, Pasteur, Milano",700,30
887,https://www.immobiliare.it/68519241-Affitto-Monolocale-via-Lodovico-il-Moro-Milano.html,"via Lodovico il Moro, Navigli - Darsena, Milano",650,30
888,https://www.immobiliare.it/68520031-Affitto-Monolocale-viale-Abruzzi-Milano.html,"viale Abruzzi, Città Studi, Milano",750,35
889,https://www.immobiliare.it/68520197-Affitto-Trilocale-viale-Corsica-Milano.html,"viale Corsica, Quartiere Forlanini, Milano",1100,80
890,https://www.immobiliare.it/68514949-Affitto-Bilocale-via-De-Alessandri-9-Milano.html,"via De Alessandri 9, Vercelli - Wagner, Milano",900,45
891,https://www.immobiliare.it/68521237-Affitto-Monolocale-via-GIAN-GIACOMO-MORA-Milano.html,"via GIAN GIACOMO MORA, Carrobbio, Milano",950,30
892,https://www.immobiliare.it/68515827-Affitto-Bilocale-corso-Genova-Milano.html,"corso Genova, Corso Genova, Milano",1500,65
893,https://www.immobiliare.it/68515299-Affitto-Bilocale-ottimo-stato-terzo-piano-Milano.html,"ottimo stato, terzo piano, Lodi - Brenta, Milano",950,70
894,https://www.immobiliare.it/68518813-Affitto-Bilocale-piazzale-Libia-Milano.html,"piazzale Libia, Porta Romana - Medaglie d'Oro, Milano",950,40
895,https://www.immobiliare.it/68519899-Affitto-Quadrilocale-via-Pietro-Pomponazzi-Milano.html,"via Pietro Pomponazzi, Pezzotti - Meda, Milano",2500,90
896,https://www.immobiliare.it/68520933-Affitto-Trilocale-ottimo-stato-quinto-piano-Milano.html,"ottimo stato, quinto piano, Città Studi, Milano",1050,85
897,https://www.immobiliare.it/68522765-Affitto-Monolocale-viale-Abruzzi-Milano.html,"viale Abruzzi, Città Studi, Milano",750,35
898,https://www.immobiliare.it/68523437-Affitto-Trilocale-viale-Corsica-Milano.html,"viale Corsica, Quartiere Forlanini, Milano",1100,80
899,https://www.immobiliare.it/68508743-Affitto-Monolocale-via-Maffei-Milano.html,"via Maffei, Montenero, Milano",690,60
900,https://www.immobiliare.it/68508741-Affitto-Monolocale-via-Maffei-Milano.html,"via Maffei, Montenero, Milano",845,40
901,https://www.immobiliare.it/68519521-Affitto-Trilocale-via-CADUTI-IN-MISSIONE-DI-PACE-Milano.html,"via CADUTI IN MISSIONE DI PACE, Rubattino, Milano",950,100
902,https://www.immobiliare.it/68519767-Affitto-Quadrilocale-via-DEI-FONTANILI-Milano.html,"via DEI FONTANILI, Ripamonti, Milano",2070,100
903,https://www.immobiliare.it/68520353-Affitto-Bilocale-via-privata-GADAMES-Milano.html,"via privata GADAMES, Musocco, Milano",800,40
904,https://www.immobiliare.it/68523961-Affitto-Trilocale-via-VILLAPIZZONE-Milano.html,"via VILLAPIZZONE, Certosa, Milano",850,75
905,https://www.immobiliare.it/68515157-Affitto-Bilocale-via-filippo-carcano-Milano.html,"via filippo carcano, Monte Rosa - Lotto, Milano",950,50
906,https://www.immobiliare.it/68511965-Affitto-Bilocale-buono-stato-primo-piano-Milano.html,"buono stato, primo piano, Carrobbio, Milano",990,45
907,https://www.immobiliare.it/68518925-Affitto-Trilocale-piazza-BRUNO-BUOZZI-Milano.html,"piazza BRUNO BUOZZI, Porta Romana - Medaglie d'Oro, Milano",1000,76
908,https://www.immobiliare.it/68519955-Affitto-Monolocale-viale-CORSICA-Milano.html,"viale CORSICA, Porta Vittoria, Milano",799,40
909,https://www.immobiliare.it/68523677-Affitto-Monolocale-via-DEI-GRACCHI-Milano.html,"via DEI GRACCHI, Frua, Milano",850,30
910,https://www.immobiliare.it/68522653-Affitto-Bilocale-piazza-BRUNO-BUOZZI-Milano.html,"piazza BRUNO BUOZZI, Porta Romana - Medaglie d'Oro, Milano",800,40
911,https://www.immobiliare.it/68517329-Affitto-Trilocale-ottimo-stato-su-piu-livelli-Milano.html,"ottimo stato, su piu' livelli, Cadorna - Castello, Milano",2300,90
912,https://www.immobiliare.it/68522283-Affitto-Monolocale-via-SAVONA-Milano.html,"via SAVONA, Solari, Milano",800,35
913,https://www.immobiliare.it/68522903-Affitto-Monolocale-via-VIGEVANO-Milano.html,"via VIGEVANO, Navigli - Darsena, Milano",500,20
914,https://www.immobiliare.it/68519775-Affitto-Monolocale-via-via-Tellini-Enrico-Milano.html,"via via Tellini Enrico, Cenisio, Milano",750,40
915,https://www.immobiliare.it/68519959-Affitto-Monolocale-viale-viale-Abruzzi-Milano.html,"viale viale Abruzzi, Città Studi, Milano",750,35
916,https://www.immobiliare.it/68520179-Affitto-Trilocale-via-via-Montepulciano-Milano.html,"via via Montepulciano, Centrale, Milano",990,65
917,https://www.immobiliare.it/68520297-Affitto-Trilocale-viale-viale-Corsica-Milano.html,"viale viale Corsica, Quartiere Forlanini, Milano",1100,80
918,https://www.immobiliare.it/68499877-Affitto-Bilocale-via-Ravizza-0-Milano.html,"via Ravizza 0, Vercelli - Wagner, Milano",1000,50
919,https://www.immobiliare.it/68500903-Affitto-Appartamento-piazzale-piazza-Principessa-Milano.html,"piazzale piazza Principessa Clotilde 0, Porta Nuova, Milano",3500,250
920,https://www.immobiliare.it/68500943-Affitto-Bilocale-viale-Monte-Nero-22-Milano.html,"viale Monte Nero 22, Porta Romana - Medaglie d'Oro, Milano",1050,65
921,https://www.immobiliare.it/68498681-Affitto-Appartamento-corso-Venezia-Milano.html,"corso Venezia, Palestro, Milano",8750,360
922,https://www.immobiliare.it/68501957-Affitto-Bilocale-largo-Cairoli-2-Milano.html,"largo Cairoli 2, Duomo, Milano",1500,60
923,https://www.immobiliare.it/68500665-Affitto-Quadrilocale-via-Rovani-Milano.html,"via Rovani, Vincenzo Monti, Milano",5680,200
924,https://www.immobiliare.it/68500663-Affitto-Appartamento-via-Rovani-Milano.html,"via Rovani, Vincenzo Monti, Milano",5130,175
925,https://www.immobiliare.it/68500591-Affitto-Trilocale-via-Vincenzo-Bellini-Milano.html,"via Vincenzo Bellini, Palestro, Milano",3500,140
926,https://www.immobiliare.it/68500595-Affitto-Trilocale-via-Rovani-Milano.html,"via Rovani, Vincenzo Monti, Milano",3915,145
927,https://www.immobiliare.it/68500585-Affitto-Trilocale-via-Rovani-0-Milano.html,"via Rovani 0, Vincenzo Monti, Milano",3270,130
928,https://www.immobiliare.it/68504797-Affitto-Trilocale-viale-viale-Caterina-da-Milano.html,"viale viale Caterina da Forlì 50, Bande Nere, Milano",1100,90
929,https://www.immobiliare.it/68500763-Affitto-Appartamento-via-Donizetti-Milano.html,"via Donizetti, Palestro, Milano",4400,220
930,https://www.immobiliare.it/68500659-Affitto-Appartamento-piazzale-Principessa-Milano.html,"piazzale Principessa Clotilde 0, Porta Nuova, Milano",3166,185
931,https://www.immobiliare.it/68498231-Affitto-Appartamento-viale-Umbria-96-Milano.html,"viale Umbria 96, Martini - Insubria, Milano",800,40
932,https://www.immobiliare.it/68499951-Affitto-Trilocale-via-Domenichino-3A-Milano.html,"via Domenichino 3A, Amendola - Buonarroti, Milano",1400,105
933,https://www.immobiliare.it/68499241-Affitto-Bilocale-via-ciro-menotti-Milano.html,"via ciro menotti, Indipendenza, Milano",900,50
934,https://www.immobiliare.it/68505507-Affitto-Trilocale-via-Mauro-Macchi-86-Milano.html,"via Mauro Macchi 86, Pasteur, Milano",1050,95
935,https://www.immobiliare.it/68497455-Affitto-Bilocale-via-Rossini-Milano.html,"via Rossini, Palestro, Milano",1291,55
936,https://www.immobiliare.it/68504075-Affitto-Appartamento-largo-Settimio-Severo-Milano.html,"largo Settimio Severo, Vercelli - Wagner, Milano",3385,230
937,https://www.immobiliare.it/68503165-Affitto-Trilocale-via-MEDEGHINO-Milano.html,"via MEDEGHINO, Chiesa Rossa, Milano",1200,90
938,https://www.immobiliare.it/68500657-Affitto-Bilocale-via-triboniano-Milano.html,"via triboniano, Musocco, Milano",500,55
939,https://www.immobiliare.it/68505443-Affitto-Quadrilocale-via-CAGLIERO-Milano.html,"via CAGLIERO, Maggiolina, Milano",2000,150
940,https://www.immobiliare.it/68497785-Affitto-Trilocale-piazza-Aspromonte-43-Milano.html,"piazza Aspromonte 43, Città Studi, Milano",1350,85
941,https://www.immobiliare.it/68500321-Affitto-Trilocale-buono-stato-Milano.html,"buono stato, Quadrilatero della Moda, Milano",3000,100
942,https://www.immobiliare.it/68498403-Affitto-Quadrilocale-corso-Vercelli-Milano.html,"corso Vercelli, Vercelli - Wagner, Milano",1600,150
943,https://www.immobiliare.it/68499245-Affitto-Bilocale-corso-Vercelli-Milano.html,"corso Vercelli, Vercelli - Wagner, Milano",770,50
944,https://www.immobiliare.it/68505529-Affitto-Trilocale-via-Ravizza-24-Milano.html,"via Ravizza 24, Amendola - Buonarroti, Milano",1450,95
945,https://www.immobiliare.it/68499677-Affitto-Bilocale-via-Luigi-Mercantini-24-Milano.html,"via Luigi Mercantini 24, Bovisa, Milano",800,50
946,https://www.immobiliare.it/68502715-Affitto-Trilocale-via-ornato-12-Milano.html,"via ornato 12, Niguarda, Milano",870,75
947,https://www.immobiliare.it/68506801-Affitto-Trilocale-via-Gaspare-Gozzi-8-Milano.html,"via Gaspare Gozzi 8, Plebisciti - Susa, Milano",1833,95
948,https://www.immobiliare.it/68497751-Affitto-Bilocale-via-Rosmini-Milano.html,"via Rosmini, Paolo Sarpi, Milano",1100,75
949,https://www.immobiliare.it/68499383-Affitto-Monolocale-via-dezza-Milano.html,"via dezza, Dezza, Milano",766,35
950,https://www.immobiliare.it/68499393-Affitto-Monolocale-via-Momigliano-Milano.html,"via Momigliano, Cermenate - Abbiategrasso, Milano",600,25
951,https://www.immobiliare.it/68505105-Affitto-Trilocale-via-Rembrant-63-Milano.html,"via Rembrant 63, Piazzale Siena, Milano",1000,95
952,https://www.immobiliare.it/68506619-Affitto-Trilocale-corso-Buenos-Aires-5-Milano.html,"corso Buenos Aires 5, Porta Venezia, Milano",2000,98
953,https://www.immobiliare.it/68499981-Affitto-Trilocale-via-Plezzo-36-Milano.html,"via Plezzo 36, Udine, Milano",1000,85
954,https://www.immobiliare.it/68506869-Affitto-Bilocale-via-Palmanova-Milano.html,"via Palmanova, Cimiano, Milano",600,40
955,https://www.immobiliare.it/68505907-Affitto-Monolocale-Ripa-di-Porta-Ticinese-Milano.html,"Ripa di Porta Ticinese, Navigli - Darsena, Milano",1500,35
956,https://www.immobiliare.it/68502803-Affitto-Trilocale-vicolo-Marghera-Milano.html,"vicolo Marghera, Vercelli - Wagner, Milano",1400,88
957,https://www.immobiliare.it/68502427-Affitto-Monolocale-via-marco-d-agrate-Milano.html,"via marco d'agrate, Corvetto, Milano",550,40
958,https://www.immobiliare.it/68500895-Affitto-Bilocale-via-Caduti-in-Missione-di-Pace-Milano.html,"via Caduti in Missione di Pace, Rubattino, Milano",700,56
959,https://www.immobiliare.it/68500939-Affitto-Trilocale-via-Ermanno-Barigozzi-Milano.html,"via Ermanno Barigozzi, Quartiere Forlanini, Milano",800,75
960,https://www.immobiliare.it/68505343-Affitto-Monolocale-via-Carlo-Esterle-Milano.html,"via Carlo Esterle, Parco Trotter, Milano",400,18
961,https://www.immobiliare.it/68499385-Affitto-Bilocale-via-Clusone-Milano.html,"via Clusone, Montenero, Milano",850,45
962,https://www.immobiliare.it/68506523-Affitto-Bilocale-via-GIOVANNI-BATTISTA-BOERI-Milano.html,"via GIOVANNI BATTISTA BOERI, Pezzotti - Meda, Milano",1100,60
963,https://www.immobiliare.it/68506697-Affitto-Bilocale-via-Novara-Milano.html,"via Novara, Figino, Milano",730,45
964,https://www.immobiliare.it/68506943-Affitto-Trilocale-via-Antonio-Stoppani-9-Milano.html,"via Antonio Stoppani 9, Morgagni, Milano",2083,120
965,https://www.immobiliare.it/68498061-Affitto-Monolocale-via-Almerico-da-Schio-Milano.html,"via Almerico da Schio, Giambellino, Milano",630,30
966,https://www.immobiliare.it/68499005-Affitto-Bilocale-corso-di-Porta-Vittoria-Milano.html,"corso di Porta Vittoria, Guastalla, Milano",1541,55
967,https://www.immobiliare.it/68497435-Affitto-Quadrilocale-via-pagano-Milano.html,"via pagano, Pagano, Milano",1650,120
968,https://www.immobiliare.it/68501631-Affitto-Trilocale-via-Salasco-Milano.html,"via Salasco, Bocconi, Milano",1400,55
969,https://www.immobiliare.it/68500761-Affitto-Monolocale-viale-UMBRIA-Milano.html,"viale UMBRIA, Martini - Insubria, Milano",850,20
970,https://www.immobiliare.it/68504899-Affitto-Bilocale-via-SAVONA-Milano.html,"via SAVONA, Solari, Milano",1150,45
971,https://www.immobiliare.it/68506611-Affitto-Bilocale-via-lamarmora-20-Milano.html,"via lamarmora 20, Quadronno - Crocetta, Milano",850,40
972,https://www.immobiliare.it/68503677-Affitto-Bilocale-via-NEERA-Milano.html,"via NEERA, Cermenate - Abbiategrasso, Milano",900,50
973,https://www.immobiliare.it/68504267-Affitto-Monolocale-via-Moscova-Milano.html,"via Moscova, Turati, Milano",690,25
974,https://www.immobiliare.it/68504389-Affitto-Bilocale-via-savona-45-Milano.html,"via savona 45, Solari, Milano",1150,50
975,https://www.immobiliare.it/68493347-Affitto-Bilocale-ottimo-stato-terzo-piano-Milano.html,"ottimo stato, terzo piano, Piave - Tricolore, Milano",1400,70
976,https://www.immobiliare.it/68493521-Affitto-Trilocale-ottimo-stato-terzo-piano-Milano.html,"ottimo stato, terzo piano, Lanza, Milano",2500,130
977,https://www.immobiliare.it/68501153-Affitto-Quadrilocale-buono-stato-piano-rialzato-Milano.html,"buono stato, piano rialzato, Indipendenza, Milano",1700,110
978,https://www.immobiliare.it/68493349-Affitto-Bilocale-ottimo-stato-secondo-piano-Milano.html,"ottimo stato, secondo piano, Moscova, Milano",2200,60
979,https://www.immobiliare.it/68493939-Affitto-Bilocale-viale-UMBRIA-Milano.html,"viale UMBRIA, Martini - Insubria, Milano",750,30
980,https://www.immobiliare.it/68499361-Affitto-Bilocale-via-Franco-Tosi-Milano.html,"via Franco Tosi, Barona, Milano",800,50
981,https://www.immobiliare.it/68500219-Affitto-Monolocale-corso-di-Porta-Ticinese-Milano.html,"corso di Porta Ticinese, Ticinese, Milano",700,30
982,https://www.immobiliare.it/68502565-Affitto-Bilocale-via-Emilio-Cornalia-Milano.html,"via Emilio Cornalia, Melchiorre Gioia, Milano",900,55
983,https://www.immobiliare.it/68503505-Affitto-Trilocale-via-Giuseppe-Ripamonti-Milano.html,"via Giuseppe Ripamonti, Quintosole - Chiaravalle, Milano",1120,90
984,https://www.immobiliare.it/68498475-Affitto-Bilocale-via-Giovanni-Battista-Vare-Milano.html,"via Giovanni Battista Varé, Bovisa, Milano",900,45
985,https://www.immobiliare.it/68502905-Affitto-Trilocale-via-VAL-LAGARINA-Milano.html,"via VAL LAGARINA, Roserio, Milano",750,80
986,https://www.immobiliare.it/68500373-Affitto-Quadrilocale-viale-Sarca-Milano.html,"viale Sarca, Maggiolina, Milano",1300,95
987,https://www.immobiliare.it/68498847-Affitto-Monolocale-via-Sartirana-Milano.html,"via Sartirana, Navigli - Darsena, Milano",600,600
988,https://www.immobiliare.it/68497859-Affitto-Quadrilocale-via-Benaco-Milano.html,"via Benaco, Lodi - Brenta, Milano",1300,95
989,https://www.immobiliare.it/68498687-Affitto-Bilocale-via-Mincio-Milano.html,"via Mincio, Corvetto, Milano",600,50
990,https://www.immobiliare.it/68506927-Affitto-Monolocale-via-GIOVANNI-PASCOLI-Milano.html,"via GIOVANNI PASCOLI, Città Studi, Milano",750,40
991,https://www.immobiliare.it/68493547-Affitto-Monolocale-via-Sebastiano-del-Piombo-23-Milano.html,"via Sebastiano del Piombo 23, Monte Rosa - Lotto, Milano",650,30
992,https://www.immobiliare.it/68500927-Affitto-Bilocale-via-FEDERICO-CHOPIN-Milano.html,"via FEDERICO CHOPIN, Vigentino - Fatima, Milano",700,30
993,https://www.immobiliare.it/68501889-Affitto-Monolocale-via-ROVERETO-Milano.html,"via ROVERETO, Rovereto, Milano",700,40
994,https://www.immobiliare.it/68503341-Affitto-Monolocale-ottimo-stato-seminterrato-Milano.html,"ottimo stato, seminterrato, Giambellino, Milano",700,25
995,https://www.immobiliare.it/68499113-Affitto-Monolocale-viale-viale-Bligny-Milano.html,"viale viale Bligny, Bocconi, Milano",600,25
996,https://www.immobiliare.it/68503861-Affitto-Bilocale-via-via-Cornalia-Milano.html,"via via Cornalia, Melchiorre Gioia, Milano",900,55
997,https://www.immobiliare.it/68501817-Affitto-Monolocale-viale-viale-Certosa-Milano.html,"viale viale Certosa, Certosa, Milano",550,45
998,https://www.immobiliare.it/68504543-Affitto-Monolocale-corso-corso-di-Porta-Ticinese-Milano.html,"corso corso di Porta Ticinese, Ticinese, Milano",700,30
999,https://www.immobiliare.it/68505111-Affitto-Bilocale-via-via-Volvinio-Milano.html,"via via Volvinio, Cermenate - Abbiategrasso, Milano",900,65
1000,https://www.immobiliare.it/68499397-Affitto-Bilocale-via-via-Francesco-Domenico-Milano.html,"via via Francesco Domenico Guerrazzi, Arco della Pace, Milano",930,40
1001,https://www.immobiliare.it/68473745-Affitto-Bilocale-viale-Tibaldi-14-Milano.html,"viale Tibaldi, 14, Pezzotti - Meda, Milano",1000,45
1002,https://www.immobiliare.it/68476975-Affitto-Bilocale-viale-Gabriele-D-Annunzio-3-Milano.html,"viale Gabriele D'Annunzio 3, Corso Genova, Milano",1000,50
1003,https://www.immobiliare.it/68477025-Affitto-Bilocale-via-conca-del-naviglio-Milano.html,"via conca del naviglio, Ticinese, Milano",1500,70
1004,https://www.immobiliare.it/68475881-Affitto-Bilocale-via-Fratelli-Pozzi-3-Milano.html,"via Fratelli Pozzi 3, Gorla, Milano",900,60
1005,https://www.immobiliare.it/68485067-Affitto-Appartamento-piazza-bande-nere-Milano.html,"piazza bande nere, Bande Nere, Milano",2833,185
1006,https://www.immobiliare.it/68476501-Affitto-Bilocale-via-raffaello-sanzio-23-Milano.html,"via raffaello sanzio 23, Vercelli - Wagner, Milano",1350,70
1007,https://www.immobiliare.it/68474845-Affitto-Bilocale-viale-Tibaldi-14-Milano.html,"viale Tibaldi 14, Pezzotti - Meda, Milano",900,55
1008,https://www.immobiliare.it/68476411-Affitto-Trilocale-corso-Italia-Milano.html,"corso Italia, Missori, Milano",1670,95
1009,https://www.immobiliare.it/68476503-Affitto-Appartamento-via-piazza-Sant-Alessandro-Milano.html,"via piazza Sant'Alessandro, Missori, Milano",11250,340
1010,https://www.immobiliare.it/68480633-Affitto-Bilocale-via-Antonio-Rosmini-3-Milano.html,"via Antonio Rosmini, 3, Arena, Milano",1050,40
1011,https://www.immobiliare.it/68476629-Affitto-Trilocale-via-scrosati-Milano.html,"via scrosati, Lorenteggio, Milano",850,70
1012,https://www.immobiliare.it/68488399-Affitto-Bilocale-via-Pietro-Colletta-Milano.html,"via Pietro Colletta, Porta Romana - Medaglie d'Oro, Milano",900,60
1013,https://www.immobiliare.it/68476029-Affitto-Quadrilocale-viale-Premuda-Milano.html,"viale Premuda, Piave - Tricolore, Milano",1900,134
1014,https://www.immobiliare.it/68485359-Affitto-Trilocale-via-Barzilai-Milano.html,"via Barzilai, Lorenteggio, Milano",630,60
1015,https://www.immobiliare.it/68481719-Affitto-Monolocale-via-Gallura-9-Milano.html,"via Gallura, 9, Ripamonti, Milano",670,32
1016,https://www.immobiliare.it/68473825-Affitto-Bilocale-piazzale-Francesco-Baracca-6-Milano.html,"piazzale Francesco Baracca 6, Vercelli - Wagner, Milano",1870,100
1017,https://www.immobiliare.it/68476543-Affitto-Monolocale-via-MARINA-Milano.html,"via MARINA, Palestro, Milano",1600,40
1018,https://www.immobiliare.it/68474867-Affitto-Bilocale-via-dell-Unione-Milano.html,"via dell'Unione, Duomo, Milano",1200,60
1019,https://www.immobiliare.it/68477285-Affitto-Bilocale-via-Mantova-Milano.html,"via Mantova, Porta Romana - Medaglie d'Oro, Milano",800,40
1020,https://www.immobiliare.it/68475425-Affitto-Appartamento-viale-Majno-Milano.html,"viale Majno, Porta Venezia, Milano",5000,190
1021,https://www.immobiliare.it/68476239-Affitto-Trilocale-via-Giovanni-Spadolini-Milano.html,"via Giovanni Spadolini, Ripamonti, Milano",1700,70
1022,https://www.immobiliare.it/68480511-Affitto-Bilocale-via-Bolama-18-Milano.html,"via Bolama 18, Villa San Giovanni, Milano",1000,80
1023,https://www.immobiliare.it/68476827-Affitto-Trilocale-via-procopio-Milano.html,"via procopio, Washington, Milano",1500,100
1024,https://www.immobiliare.it/68479671-Affitto-Bilocale-via-Monte-Peralba-5-Milano.html,"via Monte Peralba 5, Santa Giulia, Milano",750,60
1025,https://www.immobiliare.it/68476847-Affitto-Bilocale-via-PALESTRINA-Milano.html,"via PALESTRINA, Centrale, Milano",850,80
1026,https://www.immobiliare.it/68475549-Affitto-Monolocale-corso-di-Porta-Nuova-52-Milano.html,"corso di Porta Nuova 52, Porta Nuova, Milano",700,20
1027,https://www.immobiliare.it/68487221-Affitto-Monolocale-via-Legnano-Milano.html,"via Legnano, Lanza, Milano",1400,40
1028,https://www.immobiliare.it/68486883-Affitto-Quadrilocale-via-Giovanni-Spadolini-Milano.html,"via Giovanni Spadolini, Ripamonti, Milano",2200,130
1029,https://www.immobiliare.it/68476843-Affitto-Bilocale-via-Cerano-Milano.html,"via Cerano, Solari, Milano",950,55
1030,https://www.immobiliare.it/68479961-Affitto-Bilocale-via-Giuseppe-Giusti-Milano.html,"via Giuseppe Giusti, Paolo Sarpi, Milano",1250,55
1031,https://www.immobiliare.it/68475013-Affitto-Bilocale-via-dei-Transiti-Milano.html,"via dei Transiti, Pasteur, Milano",650,50
1032,https://www.immobiliare.it/68474843-Affitto-Bilocale-via-Bessarione-19-Milano.html,"via Bessarione 19, Corvetto, Milano",1000,60
1033,https://www.immobiliare.it/68473327-Affitto-Bilocale-viale-CASSALA-Milano.html,"viale CASSALA, Navigli - Darsena, Milano",800,50
1034,https://www.immobiliare.it/68474543-Affitto-Bilocale-viale-Enrico-Forlanini-Milano.html,"viale Enrico Forlanini, Quartiere Forlanini, Milano",850,60
1035,https://www.immobiliare.it/68477987-Affitto-Monolocale-via-Bertolazzi-Milano.html,"via Bertolazzi, Lambrate, Milano",550,20
1036,https://www.immobiliare.it/68472667-Affitto-Bilocale-via-Ruggero-Leoncavallo-31-Milano.html,"via Ruggero Leoncavallo 31, Parco Trotter, Milano",600,21
1037,https://www.immobiliare.it/68483771-Affitto-Trilocale-via-Rubens-Milano.html,"via Rubens, San Siro, Milano",1340,100
1038,https://www.immobiliare.it/68486785-Affitto-Trilocale-via-Gaetano-Crespi-27-Milano.html,"via Gaetano Crespi 27, Rubattino, Milano",2100,110
1039,https://www.immobiliare.it/68488803-Affitto-Bilocale-via-Ronchi-15-Milano.html,"via Ronchi 15, Udine, Milano",800,55
1040,https://www.immobiliare.it/68488133-Affitto-Monolocale-via-Vincenzo-Capelli-Milano.html,"via Vincenzo Capelli, Garibaldi - Corso Como, Milano",2000,50
1041,https://www.immobiliare.it/68488333-Affitto-Bilocale-via-Arqua-Milano.html,"via Arqua, Parco Trotter, Milano",600,40
1042,https://www.immobiliare.it/68477181-Affitto-Bilocale-piazza-ADIGRAT-Milano.html,"piazza ADIGRAT, Plebisciti - Susa, Milano",900,50
1043,https://www.immobiliare.it/68481129-Affitto-Appartamento-via-Bernardino-Luini-Milano.html,"via Bernardino Luini, Cadorna - Castello, Milano",6250,270
1044,https://www.immobiliare.it/68484947-Affitto-Bilocale-via-Enrico-Caviglia-Milano.html,"via Enrico Caviglia, Bologna - Sulmona, Milano",850,60
1045,https://www.immobiliare.it/68476875-Affitto-Trilocale-piazzale-Cadorna-Milano.html,"piazzale Cadorna, Cadorna - Castello, Milano",2900,120
1046,https://www.immobiliare.it/68479519-Affitto-Monolocale-viale-delle-Rimembranze-di-Milano.html,"viale delle Rimembranze di Greco, Cascina dei Pomi, Milano",700,45
1047,https://www.immobiliare.it/68479201-Affitto-Bilocale-via-Bartolomeo-Eustachi-Milano.html,"via Bartolomeo Eustachi, Morgagni, Milano",900,55
1048,https://www.immobiliare.it/68476783-Affitto-Bilocale-via-rezzonico-Milano.html,"via rezzonico, Porta Vittoria, Milano",900,72
1049,https://www.immobiliare.it/68476809-Affitto-Bilocale-via-Monte-Nero-Milano.html,"via Monte Nero, Montenero, Milano",1100,60
1050,https://www.immobiliare.it/68487249-Affitto-Trilocale-ottimo-stato-terzo-piano-Milano.html,"ottimo stato, terzo piano, Plebisciti - Susa, Milano",1833,100
1051,https://www.immobiliare.it/68480195-Affitto-Monolocale-via-Giovanni-Pacini-Milano.html,"via Giovanni Pacini, Città Studi, Milano",530,18
